Name,Address,Email,Phone
Mönchsberg-Schule Grundschule  ,Schulstr. 3-9 68789 St. Leon-Rot,poststelle@04145178.schule.bwl.de,06227/86560
Parkring-Schule St.Leon-Rot Gemeinschaftsschule  ,Wiesenstr. 4 68789 St. Leon-Rot,poststelle@04145191.schule.bwl.de,06227/86460
Urban Heim Grundschule   ,Klausenweg 6 79274 St. Märgen,poststelle@04146456.schule.bwl.de,07669/91050
Abt-Steyrer-Schule Grundschule  ,Mühlegraben 2 79271 St. Peter,poststelle@04146468.schule.bwl.de,07660/9102 50
Nachbarschaftsgrundschule   ,Schulweg 10 89195 Staig,poststelle@04136025.schule.bwl.de,0 73 46 / 83 22
Verbandsgemeinschaftsschule   ,Jahnstr. 15 89195 Staig,poststelle@04135343.schule.bwl.de,07346 307-0404
Grundschule   ,Hauptstr. 53 72181 Starzach,poststelle@04145142.schule.bwl.de,07483 / 1335
Faust-Gymnasium   ,Krichelnweg 1 79219 Staufen im Breisgau,poststelle@04106392.schule.bwl.de,07633/95800-0
Lilienhof-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Auf dem Rempart 8 79219 Staufen im Breisgau,poststelle@04109071.schule.bwl.de,07633/9580090
Thaddäus-Rinderle-Schule Grundschule  ,Krichelnweg 3 79219 Staufen im Breisgau,poststelle@04146432.schule.bwl.de,07633/958140
Grundschule Eschbach   ,Am Sommerberg 9 79252 Stegen,poststelle@04146195.schule.bwl.de,07661/6955
Grundschule Stegen   ,Dorfplatz 3 79252 Stegen,poststelle@04146444.schule.bwl.de,07661-909164-0
KinderLernHaus Private Grundschule  ,Fohrenbühl 11 79252 Stegen,,0761/5953633
Kolleg St. Sebastian Gymnasium und Realschule  ,Hauptstr. 4 79252 Stegen,poststelle@04300810.schule.bwl.de,07661/93130
Staatl. Sonderpäd. Bildungs-u. Beratungszentrum m. Internat Förderschwerpunkt Hören ,Erwin-Kern-Str. 1-3 79252 Stegen,poststelle@04111466.schule.bwl.de,07661/399-0
Georg-Schöner Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Schulstr. 1 77790 Steinach,poststelle@04108741.schule.bwl.de,07832/917922
Georg-Schöner-Schule Grundschule  ,Schulstr. 1 77790 Steinach,poststelle@04156759.schule.bwl.de,07832/91790
Grundschule Höllstein   ,Schulstr. 11 79585 Steinen,poststelle@04154726.schule.bwl.de,07627/2274
Haus Weitenau Sonderberufsfachschule  ,Austr. 2-6 79585 Steinen,,
Meret-Oppenheim-Schulzentrum Grund- und Realschule  ,Eisenbahnstr. 26 79585 Steinen,poststelle@04154738.schule.bwl.de,07627/9238500
Nachbarschaftsgrundschule Steinen-Weitenau Ernst-Schleith-Schule Wieslet ,Talstr. 48 79585 Steinen,poststelle@04154751.schule.bwl.de,07627/8062
Klingenbachschule Steinenbronn Grundschule ,Stuttgarter Str. 21 71144 Steinenbronn,poststelle@04121848.schule.bwl.de,07157/129170
Grundschule   ,Englisweilerstr. 10 88416 Steinhausen an der Rottum,poststelle@04138113.schule.bwl.de,07352/7100
"Hillerschule Grund-, Werk- und Realschule ",Schulstr. 3 89555 Steinheim am Albuch,poststelle@04115071.schule.bwl.de,07329/969730
Seebergschule Söhnstetten Grundschule  ,Turnstr. 1 89555 Steinheim am Albuch,poststelle@04115083.schule.bwl.de,07323/969940
Blankensteinschule Gemeinschaftsschule  ,Schulstr. 25 71711 Steinheim an der Murr,poststelle@04116841.schule.bwl.de,07144/80090
Erich Kästner-Realschule   ,Schulstr. 10 71711 Steinheim an der Murr,poststelle@04163879.schule.bwl.de,07144/8566-0
Grundschule Höpfigheim   ,Keltergasse 31 71711 Steinheim an der Murr,poststelle@04116853.schule.bwl.de,07144/24606
Paul-Aldinger-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Paul-Aldinger-Str. 1 71711 Steinheim an der Murr,poststelle@04110279.schule.bwl.de,07148/924900
Schule an der Bottwar Grundschule Kleinbottwar ,Bottwarstr. 5 71711 Steinheim an der Murr,poststelle@04163867.schule.bwl.de,07148/1422
Schulkindergarten für Geistigbehinderte Steinheim an der Murr ,Paul-Aldinger-Str. 1 71711 Steinheim an der Murr,poststelle@04159682.schule.bwl.de,07148/1618902
Karl-Julius-Späth-Grundschule Steinmauern  ,Hauptstr. 75 76479 Steinmauern,poststelle@04143534.schule.bwl.de,07222/154557
Gemeinschaftsschule Steißlingen  ,Kirchstr. 10 78256 Steißlingen,poststelle@04150046.schule.bwl.de,07738/9293-61
Freie Schule Diefenbach   ,Burrainstr. 20 75447 Sternenfels,poststelle@04310311.schule.bwl.de,07043/2804
Grundschule Sternenfels   ,Langwiesenweg 16 75447 Sternenfels,poststelle@04133334.schule.bwl.de,07045/970430
Schulzentrum Stetten a. k. M. Gemeinschaftsschule  ,Albstr. 5 72510 Stetten am kalten Markt,poststelle@04143935.schule.bwl.de,07573/951910
Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen ,Albstr. 5 72510 Stetten am kalten Markt,poststelle@04109770.schule.bwl.de,07573/951910
Grundschule   ,Schulstr. 21 88719 Stetten,poststelle@04117651.schule.bwl.de,07532/6048
Kaspar-Mettmann-Schule Grundschule  ,Kirchstr. 33 74597 Stimpfach,poststelle@04127693.schule.bwl.de,07967/332
"Dr. Erich-Fischer-Schule Privates Sonderpädagogisches Bildungs- und Beratungszentrum am Heim, emot. u. soz. Entw.",Wahlwies 78333 Stockach,,07771/8003391
Dr. Erich-Fischer-Schule Sonderberufsfachschule  ,Pestalozzi-Kinderdorf 2 78333 Stockach,,
Freie Waldorfschule Wahlwies   ,Am Maisenbühl 30 78333 Stockach,,07771/87060
"Gewerbliche, Kaufmännische und Hauswirtschaftliche Schule  ",Conradin-Kreutzer-Str. 1 78333 Stockach,poststelle@04100882.schule.bwl.de,07771/87040
Goldäckerschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Conradin-Kreutzer-Str. 3 78333 Stockach,poststelle@04109083.schule.bwl.de,07771/802-410
Grundschule Stockach   ,Tuttlinger Str. 9-11 78333 Stockach,poststelle@04166819.schule.bwl.de,+49 7771 / 802-430
Grundschule Wahlwies   ,Jahnstr. 12a 78333 Stockach,poststelle@04150101.schule.bwl.de,07771/802-580
Grundschule Winterspüren   ,Linzgaustr. 39 78333 Stockach,poststelle@04150095.schule.bwl.de,07771/9199-12
Nellenburg-Gymnasium   ,Dillstr. 9-11 78333 Stockach,poststelle@04106409.schule.bwl.de,07771/802470
Schulverbund Nellenburg Werkreal- und Realschule  ,Jahnweg 1 78333 Stockach,poststelle@04150071.schule.bwl.de,07771/802450
Sonnenland-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache,Goldäcker 1 78333 Stockach,poststelle@04161780.schule.bwl.de,07771/939840
Grundschule Stödtlen   ,Schulstr. 6 73495 Stödtlen,poststelle@04125155.schule.bwl.de,07964/694
Grundschule   ,Lindenstr. 9 72479 Straßberg,poststelle@04148398.schule.bwl.de,07434/6994084
Grundschule Feldrennach   ,Jahnstr. 3 75334 Straubenhardt,poststelle@04133358.schule.bwl.de,07082/60499
Grundschule Langenalb   ,Auf der Metter 1 75334 Straubenhardt,poststelle@04165529.schule.bwl.de,07248/8750
Grundschule Ottenhausen   ,Albert-Schweitzer-Str. 9 75334 Straubenhardt,poststelle@04165530.schule.bwl.de,07082/6288
Grundschule Schwann   ,Hauptstr. 64 75334 Straubenhardt,poststelle@04133371.schule.bwl.de,07082/7349
Wilhelm-Ganzhorn-Schulen Grund- und Werkrealschule u. Realschule ,Pflugweg 3 75334 Straubenhardt,poststelle@04133346.schule.bwl.de,07082/9494-10
Grundschule Weizen   ,Ehrenbachstr. 35 79780 Stühlingen,poststelle@04157831.schule.bwl.de,07744/5277
Hohenlupfenschule Grundschule Stühlingen ,Hallauer Str. 7 79780 Stühlingen,poststelle@04166790.schule.bwl.de,07744-1089
Realschule Stühlingen   ,Hallauer Str. 7 79780 Stühlingen,poststelle@04154167.schule.bwl.de,07744/93989-0
Drais-Grundschule Staffort   ,Draisstr. 2 76297 Stutensee,poststelle@04136694.schule.bwl.de,07249/952090
Erich-Kästner-RS Blankenloch   ,Gymnasiumstr. 20 76297 Stutensee,poststelle@04118503.schule.bwl.de,07244/735230
Friedrich-Magnus Grundschule Stutensee-Friedrichstal  ,Straße der Picardie 1 76297 Stutensee,poststelle@04136608.schule.bwl.de,07249/913030
Pestalozzi-Grundschule Stutensee-Blankenloch  ,Hauptstr. 100 76297 Stutensee,poststelle@04136578.schule.bwl.de,07244/73640
Richard-Hecht-Schule Grundschule Stutensee-Spöck ,Heinrich-Heine-Str. 1 76297 Stutensee,poststelle@04136700.schule.bwl.de,07249/94520
Schloss Stutensee Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Schloß Stutensee 76297 Stutensee,poststelle@04310633.schule.bwl.de,07249/944150
Theodor-Heuss-GS Büchig   ,Schwarzwaldstr. 4 76297 Stutensee,poststelle@04136591.schule.bwl.de,0721 /9683170
Thomas-Mann-Gymnasium   ,Gymnasiumstr. 20 76297 Stutensee,poststelle@04105764.schule.bwl.de,07244/735210
Abendgymnasium der Volkshochschule Stuttgart  ,Hedwig-Dohm-Str. 1 70191 Stuttgart,,0711 /1873-864
Abendrealschule Stuttgart e.V.  ,Rosensteinstr. 30 70191 Stuttgart,poststelle@04302417.schule.bwl.de,0711/2621896
Akademie des Handwerks Handwerkskammer Stuttgart  ,Holderäckerstr. 37 70499 Stuttgart,,
Akademie für Kommunikation in Baden-Württemberg  ,Kölner Str. 7 70376 Stuttgart,poststelle@04311789.schule.bwl.de,0711/9548040
Albert-Schweitzer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Thingstr. 50 70565 Stuttgart,,0711 /74591750
Albertus-Magnus-Gymnasium Katholische Freie Schule  ,In den Ringelgärten 90 70374 Stuttgart,poststelle@04310001.schule.bwl.de,0711 /530763-6
Albschule Grundschule Degerloch ,Wurmlinger Str. 61 70597 Stuttgart,poststelle@04121113.schule.bwl.de,0711 /21689280
Alexander-Fleming-Schule Berufliche Schule für Gesundheit und Pflege ,Hedwig-Dohm-Str. 1 70191 Stuttgart,poststelle@04166443.schule.bwl.de,71121655200
Altenburgschule Gemeinschaftsschule Bad Cannstatt ,Auf der Altenburg 10 70376 Stuttgart,poststelle@04120893.schule.bwl.de,0711 /21667120
Ameisenbergschule Grundschule  ,Ameisenbergstr. 2 70188 Stuttgart,poststelle@04120492.schule.bwl.de,0711/216-59860
Anglo-German Language Institut Ross GmbH  ,Friedrichstr. 35 70174 Stuttgart,,0711 /603858
Anne-Frank-Gemeinschaftsschule Möhringen  ,Hechinger Str. 73 70567 Stuttgart,poststelle@04112513.schule.bwl.de,0711/216-59790
Auschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Augsburger Str. 541-543 70327 Stuttgart,poststelle@04107694.schule.bwl.de,0711 /332288
Bachschule Grundschule Feuerbach ,Dieterlestr. 26 70469 Stuttgart,poststelle@04120728.schule.bwl.de,0711 /216-60470
Berger Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Schwarenbergstr. 34 70190 Stuttgart,poststelle@04107657.schule.bwl.de,0711 216-33370
Bertha-von-Suttner- Gemeinschaftsschule Freiberg ,Adalbert-Stifter-Str. 40 70437 Stuttgart,poststelle@04161950.schule.bwl.de,0711 /21689870
Berufsfachschule für Altenpflege  ,Industriestr. 28 70565 Stuttgart,,
Berufsfachschule für das Dolmetscherwesen GmbH  ,Katharinenstr. 18 70182 Stuttgart,,
Berufsfachschule für Eurythmie  ,Zur Uhlandshöhe 8 70188 Stuttgart,,
Berufsfachschule für Kosmetik Edith Lehmann  ,Marienstr. 32 70178 Stuttgart,,
Berufsfachschule für Mode und industrielle Fertigungstechnik Brigitte Kehrer ,Paulinenstr. 10A 70178 Stuttgart,,
Berufskolleg für Musik/Sound Design der popcollege gGmbH  ,Theodor-Heuss-Str. 34 70174 Stuttgart,,
BiL Schulen Stuttgart  ,Zuckerfabrik 7 70376 Stuttgart,poststelle@04314109.schule.bwl.de,0711/2226767
Birken-Realschule Heumaden  ,Bruno-Frank-Str. 14 70619 Stuttgart,poststelle@04112501.schule.bwl.de,0711 /216-998-30
Bismarckschule Werkrealschule Feuerbach ,Wiener Str. 76 70469 Stuttgart,poststelle@04120716.schule.bwl.de,0711/216-60821
Bodelschwinghschule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,"Hengstäcker, Gewann 3 70567 Stuttgart",poststelle@04110292.schule.bwl.de,0711/21698734
Bodelschwingh-Schulkindergart. für Geistigbehinderte Vaihingen ,"Hengstäcker, Gewann 2 70567 Stuttgart",poststelle@04159463.schule.bwl.de,0711 216 98751
Brunnen-Realschule Bad Cannstatt  ,Wilhelmstr. 32 70372 Stuttgart,poststelle@04112458.schule.bwl.de,0711 /216-62880
Carl-Benz-Schule Grundschule Bad Cannstatt ,Weckherlinstr. 8 70376 Stuttgart,poststelle@04120911.schule.bwl.de,0711/216-89144
Deutsch-Französische Grundschule Sillenbuch  ,Silberwaldstr. 22 70619 Stuttgart,poststelle@04121150.schule.bwl.de,0711 /4790838
Diakonische Akademie Zentrale Fortbildungsstätte für Heilpädagogik ,Stafflenbergstr. 76 70184 Stuttgart,,0711 /2159-0
Diakonisches Institut für soziale Berufe Berufsfach- schule für Altenpflege und Altenpflegehilfe Stuttgart,Nordbahnhofstr. 131 70191 Stuttgart,,0711 /997992-500
Dietrich-Bonhoeffer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Bernhauser Str. 20 70599 Stuttgart,,0711 /16762-250
Dillmann-Gymnasium   ,Forststr. 43 70176 Stuttgart,poststelle@04104486.schule.bwl.de,0711/216-59755
Eberhard-Ludwigs-Gymnasium   ,Ludwigstr. 111 70197 Stuttgart,poststelle@04104498.schule.bwl.de,0711/2163417-0
Eichendorffschule Gemeinschaftsschule Bad Cannstatt ,Ebitzweg 57 70374 Stuttgart,poststelle@04120923.schule.bwl.de,0711 /216 57110
element-i Schule im Step Freie Grundschule Stuttgart  ,Curiestr. 5 70563 Stuttgart,,
Elise von König-Schule Münster Gemeinschaftsschule ,Nagoldstr. 7 70376 Stuttgart,poststelle@04121009.schule.bwl.de,0711 /216 55 490
Elly-Heuss-Knapp-Gymnasium Bad Cannstatt  ,Remstalstr. 35 70374 Stuttgart,poststelle@04104590.schule.bwl.de,0711 /5208973
Engelbergschule Grundschule Bergheim ,Engelbergstr. 83 70499 Stuttgart,poststelle@04120777.schule.bwl.de,0711 /21691040
Entwicklungswerk für soziale Bildung und Innovation Ba-Wü Carola-Blume-Schule ,Hauptstr. 28 70563 Stuttgart,,0711/2155-192
Ernst-Abbe-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sehen,Rotweg 127 70437 Stuttgart,poststelle@04110929.schule.bwl.de,0711/216-60 310
Eschbach-Gymnasium Stuttgart-Freiberg  ,Adalbert-Stifter-Str. 40 70437 Stuttgart,poststelle@04104759.schule.bwl.de,0711 /21689499
EVA Heidenheim   ,Stuttgarter Str. 9/11 70469 Stuttgart,,
Evang. Heidehofgymnasium   ,Heidehofstr. 49 70184 Stuttgart,poststelle@04300597.schule.bwl.de,0711/480765
"Evang. Mörikerealschule, Evang. Mörikegymnasium  ",Arminstr. 30 70178 Stuttgart,poststelle@04300585.schule.bwl.de,0711/ 960230
Evangelische Fachschule für Sozialpädagogik Botnang ,Kauffmannstr. 40 70195 Stuttgart,poststelle@04303847.schule.bwl.de,0711 /697620
Fachschule der Landesakademie des Handwerks  ,Heilbronner Str. 43 70191 Stuttgart,,
Falkertschule Grund- und Werkrealschule  ,Falkertstr. 27 70176 Stuttgart,poststelle@04120509.schule.bwl.de,0711 216-21200
Fanny-Leicht-Gymnasium Vaihingen  ,Fanny-Leicht-Str. 13 70563 Stuttgart,poststelle@04104723.schule.bwl.de,0711 /7356974
Fasanenhofschule Grundschule  ,Markus-Schleicher-Str. 15 70565 Stuttgart,poststelle@04121198.schule.bwl.de,0711 /216-57970
Fashion + Design Factory   ,Renzwiesen 6 70327 Stuttgart,,
Ferdinand-Porsche-Gymnasium Zuffenhausen  ,Haldenrainstr. 136 70437 Stuttgart,poststelle@04104747.schule.bwl.de,0711 /21657220
Filderschule Grundschule Degerloch ,Leinfeldener Str. 61 70597 Stuttgart,poststelle@04121125.schule.bwl.de,0711 /216-98331
Föhrichschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Sartoriusstr. 3 70469 Stuttgart,poststelle@04107669.schule.bwl.de,0711 /853144
Franz-Schubert-Schule Grundschule Botnang ,Schumannstr. 8-10 70195 Stuttgart,poststelle@04120704.schule.bwl.de,0711 /695434
Freie Aktive Schule Stuttgart Grund- und Hauptschule mit Werkrealschule ,Bopseräcker 30-33 70597 Stuttgart,,
"Freie Evangelische Schule Stuttgart e.V. , Grund-, Werkreal- und Realschule, Berufliche Gymnasien","Hengstäcker, Gewann 15 70567 Stuttgart",poststelle@04311303.schule.bwl.de,0711 /794136-0
Freie Waldorfschule am Kräherwald  ,Rudolf-Steiner-Weg 10 70192 Stuttgart,,0711 /30530-530
Freie Waldorfschule Michael-Bauer-Schule  ,Othellostr. 5 70563 Stuttgart,,0711 /6871636
Freie Waldorfschule Uhlandshöhe  ,Haußmannstr. 44 70188 Stuttgart,,0711/21002-21
Friedrich-Eugens-Gymnasium   ,Silberburgstr. 86 70176 Stuttgart,poststelle@04104504.schule.bwl.de,0711/216-60990
Fritz-Leonhardt-Realschule Degerloch  ,Wurmlinger Str. 63 70597 Stuttgart,poststelle@04112495.schule.bwl.de,0711 /21689177
Fritz-Nuss-Schule SBBZ Stuttgart Schüler in längerer Krankenhausbehandlung,Kriegsbergstr. 62 70174 Stuttgart,poststelle@04111399.schule.bwl.de,0711/278-73850
Fuchsrainschule Grundschule  ,Gablenberger Weg 25 70186 Stuttgart,poststelle@04120686.schule.bwl.de,0711 /482434
Galileo Grundschule Stuttgart  ,Alexanderstr. 22 70180 Stuttgart,,
Gemeinschaftsschule Weilimdorf   ,Engelbergstr. 81 70499 Stuttgart,poststelle@04112422.schule.bwl.de,0711 /216-91050
Geschwister-Scholl-Gymnasium Sillenbuch  ,Richard-Schmid-Str. 25 70619 Stuttgart,poststelle@04104681.schule.bwl.de,0711 /459993-3
Gewerbliche Schule für Farbe und Gestaltung  Stuttgart  ,Leobener Str. 97 70469 Stuttgart,poststelle@04101515.schule.bwl.de,0711 /89025-211
Gewerbliche Schule für Holztechnik Stuttgart  ,Leobener Str. 95 70469 Stuttgart,poststelle@04101527.schule.bwl.de,0711 21620-210
Gewerbliche Schule Im Hoppenlau mit Technischer Oberschule Stuttgart,Rosenbergstr. 17 70176 Stuttgart,poststelle@04101412.schule.bwl.de,0711 / 21 65 70 10
Gottlieb-Daimler-Gymnasium Bad Cannstatt  ,Kattowitzer Str. 8 70374 Stuttgart,poststelle@04104607.schule.bwl.de,0711/216-20880
Griechisches Lyzeum in Stuttgart  ,Schwieberdinger Str. 9 70435 Stuttgart,,0711 /428989
Grund- und Werkrealschule Gablenberg  ,Pflasteräckerstr. 25 70186 Stuttgart,poststelle@04120522.schule.bwl.de,0711 /21696770
Grund- und Werkrealschule Ostheim  ,Landhausstr. 117 70190 Stuttgart,poststelle@04120613.schule.bwl.de,0711 /21633305
Grundschule Birkach   ,Moosheimer Str. 11 70599 Stuttgart,poststelle@04121101.schule.bwl.de,0711 /455617
Grundschule Burgholzhof   ,James-F.-Byrnes-Str. 3 70376 Stuttgart,poststelle@04165797.schule.bwl.de,0711/216-21190
Grundschule Gaisburg   ,Landhausstr. 255 70188 Stuttgart,poststelle@04120534.schule.bwl.de,0711/216-2360
Grundschule Hofen   ,Walchenseestr. 15 70378 Stuttgart,poststelle@04120972.schule.bwl.de,0711 /216 210 60
Grundschule im Sonnigen Winkel   ,Im Sonnigen Winkel 17 70193 Stuttgart,poststelle@04120558.schule.bwl.de,0711 /216-96887
Grundschule Kaltental   ,Fuchswaldstr. 43 70569 Stuttgart,poststelle@04121216.schule.bwl.de,0711 / 21634400
Grundschule Mühlhausen   ,Aldinger Str. 131 70378 Stuttgart,poststelle@04120984.schule.bwl.de,0711 /532284
Grundschule Obertürkheim   ,Uhlbacher Str. 18 70329 Stuttgart,poststelle@04121071.schule.bwl.de,0711 / 216 33999
Grundschule Riedenberg   ,Klara-Neuburger-Str. 2 70619 Stuttgart,poststelle@04165803.schule.bwl.de,0711/21680960
Grundschule Stammheim  ,Fliegenweg 4 70439 Stuttgart,poststelle@04120807.schule.bwl.de,0711/216-59730 
Grundschule Stuttgart-Heumaden  ,Lange Morgen 19 70619 Stuttgart,poststelle@04121149.schule.bwl.de,0711 /21633670
Grundschule Uhlbach   ,Luise-Benger-Str. 10 70329 Stuttgart,poststelle@04121095.schule.bwl.de,0711 /21633580
Grundschule Zazenhausen   ,Landsknechtstr. 3 70437 Stuttgart,poststelle@04120819.schule.bwl.de,0711 216-21050
Gustav-Werner-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Fürfelder Str. 22 70437 Stuttgart,poststelle@04110310.schule.bwl.de,0711 /21696688
Gustav-Werner-Schulkindergart. für Geistigbehinderte Rot ,Fürfelder Str. 22 70437 Stuttgart,poststelle@04159621.schule.bwl.de,0711 21696698
Haldenrainschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Schwabbacher Str. 25 E 70437 Stuttgart,poststelle@04107736.schule.bwl.de,0711 /216- 60350
Hasenbergschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Bebelstr. 28 70193 Stuttgart,poststelle@04107724.schule.bwl.de,0711 /216-96701
Hattenbühlschule Grundschule Feuerbach ,Linzer Str. 90 70469 Stuttgart,poststelle@04121265.schule.bwl.de,0711 /216-34380
Hauswirtschaftliche Sonderberufsfachschule Anna-Haag-Haus ,Martha-Schmidtmann-Str. 16 70374 Stuttgart,,0711/952550
"Hedwig-Dohm-Schule Berufl. Schule f. Ernährung, Hauswirtschaft u. Sozialwesen ",Hedwig-Dohm-Str. 3 70191 Stuttgart,poststelle@04166455.schule.bwl.de,0711/216-55400
Hegel-Gymnasium Vaihingen  ,Krehlstr. 65 70563 Stuttgart,poststelle@04104711.schule.bwl.de,0711/21698640
Heilbrunnenschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Dornröschenweg 30 70567 Stuttgart,poststelle@04107682.schule.bwl.de,0711 /216 60333 
Helene-Fernau-Horn-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Sprache,Adalbert-Stifter-Str. 52 A 70437 Stuttgart,poststelle@04162796.schule.bwl.de,0711/216-89699
Helene-Schoettle-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Geistige Entwicklung,Kolpingstr. 88 70378 Stuttgart,poststelle@04110280.schule.bwl.de,0711 /216-60550
Herbert-Hoover-Schule Grund- und Werkrealschule  ,Aalstr. 43 70378 Stuttgart,poststelle@04120790.schule.bwl.de,0711 /216-89855
Heusteigschule Grund- und Werkrealschule  ,Heusteigstr. 97 70180 Stuttgart,poststelle@04120546.schule.bwl.de,0711/216-59880
Hohensteinschule Grundschule Zuffenhausen ,Marconistr. 65 70435 Stuttgart,poststelle@04120820.schule.bwl.de,0711 /21633850
Hohewartschule Grundschule Feuerbach ,Hohewartstr. 95 70469 Stuttgart,poststelle@04120741.schule.bwl.de,0711/216-98057
Hölderlin-Gymnasium   ,Hölderlinstr. 28 70174 Stuttgart,poststelle@04104516.schule.bwl.de,0711/21633700
IB Bildungszentrum   ,Schulze-Delitzsch-Str. 39 70565 Stuttgart,,
IB-Bildungszentrum   ,Am Wallgraben 119 70565 Stuttgart,,0711/78760
IB-GIS mbH Medizinische Akademie Stuttgart ,Hauptstätter Str. 119-121 70178 Stuttgart,poststelle@04312216.schule.bwl.de,
IDI Sprachen- und Dolmetscher-Institut  ,Lange Str. 54 70174 Stuttgart,,0711/ 295107 
Immenhoferschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Hören,Immenhofer Str. 70 70180 Stuttgart,poststelle@04111016.schule.bwl.de,0711 /216-96951
"Institut Dr. Flad Berufskolleg für Chemie, Pharmazie und Umwelt ",Breitscheidstr. 127 70176 Stuttgart,,0711/63746-0
Institut für soziale Berufe - Berufsfachschule für Altenpflege ,Schöttlestr. 32 70597 Stuttgart,,0711 /849907-55
International Christian School  Stuttgart e.V. ,Onstmettinger Weg 35 70567 Stuttgart,,
Internationale Schauspielschule Crearte ,Stotzstr. 10 70190 Stuttgart,,0711/8067537
Internationaler Bund Berufskolleg Praktikanten  ,Hauptstätter Straße 119 70180 Stuttgart,,
Internationaler Bund Bildungszentrum Sprachinstitut  ,Heusteigstr. 90/92 70180 Stuttgart,poststelle@04313531.schule.bwl.de,0711 6454-520
Internationaler Bund Fachschule für Hotel- und Gaststättengewerbe ,Am Wallgraben 119 70565 Stuttgart,poststelle@04313774.schule.bwl.de,
Internationaler Bund IB Medizinische Akademie Berufsfachschule für Pflege und Arbeitserziehung Stuttgart,Hauptstätter Str. 119-121 70178 Stuttgart,poststelle@04313890.schule.bwl.de,
Internationaler Bund Privates Berufskolleg Technik und Medien ,Am Wallgraben 119 70563 Stuttgart,poststelle@04313804.schule.bwl.de,
it.schule stuttgart Gewerbliche und Kaufmännische Schule für Informationstechnik ,Breitwiesenstr. 20-22 70565 Stuttgart,poststelle@04166248.schule.bwl.de,0711/21689222
Jahn-Realschule Bad Cannstatt  ,Überkinger Str. 48 70372 Stuttgart,poststelle@04112471.schule.bwl.de,0711/216-65680
Jakobschule Grundschule  ,Jakobstr. 11 70182 Stuttgart,poststelle@04120571.schule.bwl.de,0711/216-88101
Joh.-Friedrich-v.-Cotta-Schule Stuttgart Kaufmännische Schule ,Sickstr. 165 70190 Stuttgart,poststelle@04100262.schule.bwl.de,0711/216-60030 
Johannes-Brenz-Schule Priv. Evangelische Grundschule  ,Hohe Str. 11 70174 Stuttgart,poststelle@04311236.schule.bwl.de,0711 /22265-6
Johannes-Gutenberg-Schule Stuttgart Gewerbliche Schule ,Rostocker Str. 25 70376 Stuttgart,poststelle@04101436.schule.bwl.de,0711 216-34200
Johannes-Kepler-Gymnasium Bad Cannstatt  ,Daimlerstr. 8 70372 Stuttgart,poststelle@04104619.schule.bwl.de,0711/216-80940
Jörg-Ratgeb-Schule Werkrealschule Realschule und Gymnasium ,Seeadlerstr. 3 70378 Stuttgart,poststelle@04163636.schule.bwl.de,0711/216-89400
Jüdische Grundschule Stuttgart  ,Hospitalstr. 34 70174 Stuttgart,,0711/228 36-0
Junge Akademie Stuttgart   ,Kupferstr. 36 70565 Stuttgart,,
Karl-Döttinger-Schule -Scout   ,Hunklinge 113-117 70191 Stuttgart,,
Karl-Schubert-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum FSP geistige Entwicklung,Obere Weinsteige 40 70597 Stuttgart,,0711 /71915700
Karls-Gymnasium   ,Tübinger Str. 38 70178 Stuttgart,poststelle@04104528.schule.bwl.de,0711/216-60590
Kath. Fachschule für Sozialpädagogik  ,Schöttlestr. 32 70597 Stuttgart,poststelle@04303872.schule.bwl.de,0711 /719179-0
Kaufmännische Schule 1 Stuttgart  ,Hasenbergstr. 26 70178 Stuttgart,poststelle@04100249.schule.bwl.de,0711 216-34000
Kaufmännische Schule Stuttgart-Nord  ,Heilbronner Str. 155 70191 Stuttgart,poststelle@04100237.schule.bwl.de,0711/216-92300
